cpu_score,gpu_score,ram_gb,ssd_nvme,label
23172,31788,32,1,2
34648,23296,128,1,2
45384,20725,64,1,2
31258,25277,32,1,2
7684,2445,16,1,1
7414,1031,32,1,1
41786,20656,32,1,2
29559,21465,64,1,2
31787,22207,32,1,2
17169,17620,32,1,0
9704,37948,16,1,0
47677,30812,64,1,2
22703,26672,16,1,0
37887,15809,128,1,2
11260,528,32,1,1
13374,2034,64,1,1
38189,16743,128,1,2
11447,2032,32,1,1
24337,26078,8,1,0
4874,1567,16,1,1
19243,39985,16,1,0
11322,707,32,1,1
10776,679,16,1,1
14430,2958,64,1,1
29563,39070,8,1,0
27080,33851,128,1,2
13112,842,32,1,1
43136,39354,128,1,2
20144,22863,64,1,2
14912,22644,8,1,0
37553,29312,64,1,2
41386,36014,128,1,2
24717,26418,64,1,2
5911,2927,64,1,1
8242,38016,16,1,0
13434,12853,16,1,0
19812,14944,32,1,0
11434,878,16,1,1
15800,28608,8,1,0
34370,21689,64,1,2
13934,803,64,1,1
29791,21790,16,1,0
9323,398,32,1,1
41005,24458,128,1,2
7027,2519,64,1,1
14580,942,64,1,1
22822,33722,64,1,2
11877,2337,32,1,1
5127,2668,64,1,1
28238,27283,32,1,0
28582,33761,64,1,2
22995,26828,8,1,0
35071,27247,64,1,2
40595,35472,64,1,2
16543,37403,8,1,0
22944,34679,64,1,2
16654,31896,32,1,0
32165,17476,32,1,2
45752,31204,32,1,2
29638,19443,8,1,0
22163,17902,16,1,0
22391,24562,16,1,0
34464,32878,128,1,2
28022,28185,64,1,2
8312,1161,16,1,1
47514,24830,128,1,2
36757,22629,32,1,2
4896,1095,64,1,1
11729,366,16,1,1
47502,15615,32,1,2
26669,19920,128,1,2
10344,682,64,1,1
24856,30464,16,1,0
11682,32121,8,1,0
27741,28671,32,1,0
12577,20262,32,1,0
19147,37772,8,1,0
25603,17001,32,1,2
7662,1037,16,1,1
28995,21036,32,1,2
12067,21209,16,1,0
42419,36340,64,1,2
7654,2639,32,1,1
48558,21158,32,1,2
31415,35716,64,1,2
6273,804,16,1,1
25609,17908,64,1,2
5366,1999,64,1,1
7599,2613,32,1,1
10764,829,32,1,1
4446,553,32,1,1
26846,25642,32,1,2
4419,2041,16,1,1
5835,1784,32,1,1
14809,36610,16,1,0
22003,21194,32,1,0
9662,31325,8,1,0
8098,20287,16,1,0
13818,29722,16,1,0
8486,579,16,1,1
46948,28168,128,1,2
5537,2494,16,1,1
8644,2377,64,1,1
4605,2020,32,1,1
9175,17751,32,1,0
14116,29342,16,1,0
45787,35903,64,1,2
23685,21536,16,1,0
25251,19396,8,1,0
24802,38176,8,1,0
4195,817,64,1,1
14983,1022,32,1,1
49655,31592,32,1,2
26827,37035,64,1,2
10422,23787,32,1,0
20451,12751,32,1,0
8990,928,32,1,1
10047,1211,32,1,1
31314,32300,128,1,2
41768,28043,32,1,2
25828,35868,32,1,2
42905,30780,32,1,2
17329,18361,32,1,0
46384,36460,128,1,2
23505,14020,8,1,0
35372,32505,64,1,2
14948,1908,16,1,1
7733,831,64,1,1
15802,29137,32,1,0
30212,34044,64,1,2
17836,33878,16,1,0
14339,32995,8,1,0
28419,26643,32,1,2
9517,1903,64,1,1
12991,611,16,1,1
33739,21165,128,1,2
4770,2199,16,1,1
13954,2532,16,1,1
11327,1174,64,1,1
12970,14276,8,1,0
14161,1361,64,1,1
48197,36361,32,1,2
25628,12273,8,1,0
27859,34004,32,1,2
36676,19936,32,1,2
24759,31715,32,1,0
43932,15163,32,1,2
21834,36922,32,1,0
12916,14590,8,1,0
12958,2328,16,1,1
13859,1275,64,1,1
16638,32645,8,1,0
43949,30820,128,1,2
14751,26618,8,1,0
11518,2401,16,1,1
45047,39865,128,1,2
29241,23414,32,1,2
11898,1844,16,1,1
35878,30343,64,1,2
27367,21369,32,1,0
13455,549,16,1,1
37723,21584,32,1,2
41074,38837,32,1,2
44047,37153,64,1,2
24108,39672,32,1,0
33767,22159,32,1,2
32158,22444,32,1,2
14156,30985,32,1,0
28555,29473,64,1,2
26395,25772,128,1,2
41945,37505,32,1,2
11178,1603,16,1,1
26692,33238,64,1,2
25600,23299,32,1,0
39222,24993,64,1,2
21877,34273,64,1,2
7642,2794,64,1,1
14704,662,32,1,1
35712,25167,64,1,2
26436,34228,8,1,0
41716,24274,32,1,2
40168,39714,64,1,2
12324,2327,32,1,1
10008,525,16,1,1
4546,1723,16,1,1
14840,1857,64,1,1
32547,39530,32,1,2
29367,39715,64,1,2
9108,1461,64,1,1
45914,21515,32,1,2
12309,2586,16,1,1
36409,19659,128,1,2
8525,1800,64,1,1
22449,29422,16,1,0
30714,15354,64,1,2
45118,22630,64,1,2
20133,28561,8,1,0
5666,1140,64,1,1
20524,19866,32,1,0
4381,370,16,1,1
8077,2426,32,1,1
27367,20359,16,1,0
46805,18910,32,1,2
42388,26830,32,1,2
4347,504,64,1,1
10346,1588,16,1,1
45307,39794,128,1,2
12060,38927,16,1,0
39154,26323,64,1,2
9526,1625,32,1,1
6019,2853,16,1,1
29937,28117,128,1,2
20716,35429,16,1,0
8032,947,64,1,1
46342,34950,32,1,2
10592,1440,32,1,1
8523,32272,16,1,0
33067,17881,32,1,2
38073,21606,128,1,2
29066,26050,32,1,0
35992,19070,64,1,2
49632,39686,128,1,2
8362,2967,16,1,1
24825,25569,16,1,0
5196,1062,16,1,1
8180,20841,8,1,0
5256,2160,16,1,1
43970,18749,32,1,2
15277,24983,16,1,0
27235,38732,32,1,0
39345,38448,128,1,2
16700,31981,16,1,0
5880,718,16,1,1
11454,20502,32,1,0
13142,15121,8,1,0
14862,36521,8,1,0
22890,26701,16,1,0
43811,34923,32,1,2
14797,12320,32,1,0
43705,16400,64,1,2
37710,25427,128,1,2
34458,27849,32,1,2
4962,601,16,1,1
14704,35827,16,1,0
8948,36100,32,1,0
8697,2485,16,1,1
27604,12138,32,1,0
33301,37384,64,1,2
9654,30271,16,1,0
8837,38453,16,1,0
28824,32955,32,1,2
8735,26495,32,1,0
34786,19836,128,1,2
16482,22547,32,1,0
13037,2263,32,1,1
10249,31997,16,1,0
12855,15848,16,1,0
27214,19850,16,1,0
19479,30840,8,1,0
29776,35737,8,1,0
44364,18414,128,1,2
16985,17931,8,1,0
10637,30384,32,1,0
38307,33829,64,1,2
12710,2663,16,1,1
10919,35120,8,1,0
5956,1864,64,1,1
14955,13932,8,1,0
21288,15543,16,1,0
14082,26115,8,1,0
19957,38657,16,1,0
24797,37975,8,1,0
5829,660,16,1,1
26439,19571,64,1,2
25559,17551,32,1,2
40069,38275,32,1,2
15854,15352,32,1,0
6440,337,64,1,1
4675,2690,32,1,1
47103,16877,32,1,2
12621,812,64,1,1
20985,19534,32,1,2
21576,28861,8,1,0
20783,16485,128,1,2
7978,1993,16,1,1
31332,31341,64,1,2
38924,21516,128,1,2
11073,2695,64,1,1
37966,39955,64,1,2
29959,15391,32,1,0
4494,1216,64,1,1
11044,2375,32,1,1
11941,2577,64,1,1
25290,24895,32,1,2
24228,35078,8,1,0
11426,2212,16,1,1
27488,28332,8,1,0
11406,864,16,1,1
24825,35309,128,1,2
12775,2670,64,1,1
31677,32844,64,1,2
18033,32812,32,1,0
16556,16226,16,1,0
27117,33187,16,1,0
7094,676,64,1,1
21541,31763,8,1,0
26057,23584,8,1,0
14748,25049,8,1,0
10330,2168,32,1,1
13811,1135,32,1,1
24449,30811,16,1,0
8705,21725,32,1,0
19586,31374,32,1,0
48546,18486,128,1,2
22602,38532,64,1,2
29783,21703,64,1,2
12484,1384,16,1,1
46717,34495,32,1,2
41588,37408,128,1,2
17951,36146,32,1,0
28899,38297,8,1,0
6220,424,16,1,1
17782,13745,16,1,0
19827,33378,16,1,0
9312,2453,32,1,1
13043,1558,16,1,1
5949,1192,32,1,1
24907,18736,128,1,2
23120,20989,32,1,0
29887,14175,16,1,0
12926,13077,8,1,0
6390,1292,32,1,1
42227,17071,32,1,2
5149,1332,16,1,1
17575,27176,32,1,0
17932,23454,16,1,0
23912,20414,16,1,0
28365,29441,32,1,2
24050,16997,64,1,2
17167,33510,16,1,0
18323,20682,16,1,0
42005,24474,32,1,2
26636,29293,32,1,2
22598,24010,64,1,2
21297,29550,32,1,0
19209,27297,16,1,0
39947,24624,128,1,2
10720,20840,32,1,0
12740,21114,32,1,0
31112,39430,128,1,2
17313,34527,32,1,0
10693,32764,8,1,0
26948,26033,8,1,0
4456,1300,16,1,1
45014,23234,128,1,2
12672,828,16,1,1
18620,39107,32,1,0
22109,29747,128,1,2
32514,31468,32,1,2
13951,1005,16,1,1
8804,393,32,1,1
49742,31363,32,1,2
26355,19377,64,1,2
44341,19458,64,1,2
10600,2249,64,1,1
16765,31350,8,1,0
13715,480,32,1,1
5477,2092,32,1,1
7476,681,16,1,1
43630,25297,128,1,2
23933,16178,64,1,2
10717,22055,8,1,0
43191,25922,64,1,2
14442,12945,32,1,0
26015,38911,16,1,0
11460,12058,16,1,0
8928,464,16,1,1
22648,34706,8,1,0
4641,2178,32,1,1
14348,33544,16,1,0
20325,32105,64,1,2
40919,38592,32,1,2
21323,39297,32,1,0
7666,1749,32,1,1
5256,1916,16,1,1
9772,13567,16,1,0
8866,1731,64,1,1
10406,1350,32,1,1
28178,20606,32,1,2
9003,38685,32,1,0
46507,26243,128,1,2
31418,35146,64,1,2
41448,29663,32,1,2
10268,1150,16,1,1
30615,17498,32,1,2
26594,14985,16,1,0
12414,1209,64,1,1
38711,35470,64,1,2
11955,24983,8,1,0
36648,31650,64,1,2
22190,15799,16,1,0
9735,2011,32,1,1
29480,39612,16,1,0
28364,14293,32,1,0
49255,31180,32,1,2
31915,32509,32,1,2
18305,12586,16,1,0
27433,29353,8,1,0
11099,2343,32,1,1
22471,26000,64,1,2
11898,29977,16,1,0
21426,16809,8,1,0
11979,29068,16,1,0
40976,19285,128,1,2
12062,1820,64,1,1
24641,25303,64,1,2
24415,35470,64,1,2
22818,30948,64,1,2
4438,2934,16,1,1
33650,31469,32,1,2
26675,34744,128,1,2
10030,38065,16,1,0
28532,31672,16,1,0
22251,27698,128,1,2
6526,2373,64,1,1
49913,39396,32,1,2
8294,2236,16,1,1
13503,24610,8,1,0
11279,453,16,1,1
17262,36358,32,1,0
33385,20823,64,1,2
19359,23550,8,1,0
23267,14472,32,1,0
41174,25321,128,1,2
36990,18133,128,1,2
27275,33472,16,1,0
24711,34707,16,1,0
25046,30863,8,1,0
27472,26021,8,1,0
9077,2548,16,1,1
25199,18599,64,1,2
9233,2566,32,1,1
30480,19956,64,1,2
13249,1099,64,1,1
27511,28578,8,1,0
45975,15161,32,1,2
13425,694,64,1,1
11923,25458,32,1,0
46675,16106,128,1,2
10486,2162,64,1,1
11674,2435,16,1,1
27579,28617,8,1,0
10440,1178,32,1,1
27764,25594,32,1,2
14790,2221,64,1,1
9942,2845,64,1,1
40573,31790,64,1,2
47002,21748,64,1,2
6070,2633,64,1,1
24349,38769,8,1,0
32146,37074,64,1,2
26197,32247,32,1,0
9348,24736,8,1,0
14958,2866,32,1,1
13021,24997,32,1,0
33484,35012,32,1,2
4780,2344,16,1,1
21852,26606,32,1,0
12954,1309,32,1,1
11230,2377,64,1,1
40830,24656,128,1,2
47033,31014,32,1,2
8805,2769,32,1,1
24092,35105,32,1,2
37362,20024,128,1,2
46142,29493,32,1,2
38227,30755,64,1,2
20195,25559,32,1,2
20661,29863,32,1,2
9014,30921,8,1,0
7091,1155,64,1,1
5916,2501,32,1,1
24329,37072,128,1,2
19841,38362,32,1,0
9935,2574,16,1,1
9485,1498,32,1,1
11403,2192,64,1,1
43183,33254,64,1,2
12805,16855,32,1,0
27627,28020,32,1,2
9394,35071,32,1,0
44366,20918,128,1,2
6601,1825,64,1,1
7358,1802,16,1,1
10611,32386,16,1,0
13961,1867,64,1,1
10555,2887,16,1,1
43687,18659,128,1,2
42441,34687,32,1,2
15728,23375,32,1,0
17654,12698,8,1,0
5176,1696,16,1,1
28998,16850,64,1,2
20117,39642,128,1,2
14133,581,64,1,1
9956,1993,16,1,1
33742,19514,32,1,2
5631,1549,32,1,1
21923,34335,32,1,2
44349,16010,64,1,2
9509,906,64,1,1
14370,1388,32,1,1
44953,20688,128,1,2
8295,501,16,1,1
16929,26049,16,1,0
27717,26078,32,1,2
15099,12883,16,1,0
25183,17851,32,1,0
26567,18755,8,1,0
4046,1601,64,1,1
28401,13246,16,1,0
14500,1305,32,1,1
27132,19206,16,1,0
8976,17218,16,1,0
4430,2594,32,1,1
5466,1686,32,1,1
49326,31261,32,1,2
14515,2636,64,1,1
12144,30108,16,1,0
8722,2285,16,1,1
32522,19673,32,1,2
25062,13143,32,1,0
24014,31033,8,1,0
8151,926,16,1,1
9136,332,16,1,1
36286,23868,128,1,2
7643,2358,16,1,1
9085,496,32,1,1
10851,1591,16,1,1
41477,21179,128,1,2
21917,39737,16,1,0
37060,22912,128,1,2
14616,14137,8,1,0
7421,939,32,1,1
36185,15457,128,1,2
9228,16560,8,1,0
9413,415,64,1,1
24520,12497,32,1,0
24219,20264,128,1,2
31668,15434,32,1,2
11276,32772,8,1,0
20685,34369,8,1,0
10657,30823,8,1,0
9900,38710,32,1,0
10305,1827,32,1,1
31970,33159,128,1,2
28285,22453,8,1,0
22550,24580,32,1,0
10546,400,16,1,1
23508,36333,32,1,0
24055,37483,32,1,0
14824,1062,32,1,1
27913,29519,32,1,2
17237,26337,16,1,0
26258,15698,64,1,2
13953,1329,32,1,1
21610,16932,64,1,2
38815,33325,64,1,2
18828,39134,8,1,0
25151,26613,64,1,2
34810,35373,128,1,2
5610,2156,32,1,1
16576,26468,32,1,0
14334,840,16,1,1
9189,12390,8,1,0
19929,35412,8,1,0
23298,39479,64,1,2
25833,26449,8,1,0
37241,25617,128,1,2
9139,27769,8,1,0
8760,1896,32,1,1
32280,36472,128,1,2
8150,24978,16,1,0
18496,29293,8,1,0
11942,418,16,1,1
23223,13604,8,1,0
8901,2017,64,1,1
27983,18111,64,1,2
8315,636,64,1,1
4650,1204,64,1,1
21416,26137,32,1,2
14398,1929,32,1,1
5667,1636,16,1,1
26848,16042,32,1,2
28105,15419,16,1,0
11259,700,16,1,1
43299,36286,32,1,2
7891,2933,32,1,1
9507,1218,32,1,1
37929,38900,128,1,2
30201,27943,32,1,2
27064,33867,32,1,0
26105,30205,32,1,0
26499,20980,16,1,0
6889,2154,16,1,1
24451,19898,32,1,2
38111,18101,64,1,2
11094,2742,32,1,1
10708,574,16,1,1
31563,19683,64,1,2
18521,13208,32,1,0
45561,20233,128,1,2
26618,29760,128,1,2
13089,1471,64,1,1
18480,38514,32,1,0
32752,30722,64,1,2
15738,36576,8,1,0
13938,1604,32,1,1
14694,941,64,1,1
21913,35185,8,1,0
32185,38831,128,1,2
12332,2250,16,1,1
25353,23373,32,1,0
11652,2418,16,1,1
25545,18250,16,1,0
13671,36820,32,1,0
18197,17187,8,1,0
15722,39124,32,1,0
14520,1762,16,1,1
20910,31858,8,1,0
20654,35599,64,1,2
10919,2039,64,1,1
12389,1237,32,1,1
12352,333,16,1,1
30660,23155,32,1,2
38977,17711,64,1,2
24744,32550,32,1,0
10514,2073,32,1,1
14870,2060,64,1,1
27865,38899,32,1,0
18115,19547,32,1,0
5206,2469,64,1,1
16949,29290,16,1,0
37948,26624,64,1,2
11125,406,32,1,1
22677,29029,16,1,0
13013,2569,64,1,1
10389,39163,32,1,0
27826,14433,8,1,0
6450,863,64,1,1
11275,28300,8,1,0
6618,2531,16,1,1
21970,23642,32,1,2
28826,33176,128,1,2
11699,27380,32,1,0
23160,26917,16,1,0
14259,324,64,1,1
18855,15135,32,1,0
22142,29440,32,1,0
21712,14481,16,1,0
17932,27924,8,1,0
33031,32292,32,1,2
17167,38765,16,1,0
16292,23901,16,1,0
14577,1676,16,1,1
36747,18891,32,1,2
14963,17298,8,1,0
10558,970,32,1,1
14862,1548,64,1,1
37923,18099,32,1,2
14499,39735,32,1,0
10467,34190,8,1,0
4921,1747,16,1,1
43712,23554,32,1,2
13599,2559,64,1,1
44117,28639,128,1,2
10984,1887,64,1,1
21204,35781,16,1,0
29803,21151,64,1,2
11240,2426,16,1,1
12360,631,16,1,1
16142,37907,32,1,0
10629,509,16,1,1
18111,17722,32,1,0
14149,1928,16,1,1
14140,1894,64,1,1
11570,1076,32,1,1
17682,15533,8,1,0
22121,34754,32,1,0
8206,1510,32,1,1
25952,21641,128,1,2
10345,2428,16,1,1
11298,934,32,1,1
22325,23450,128,1,2
46222,19483,32,1,2
45973,16699,32,1,2
12570,408,16,1,1
15089,28671,8,1,0
34061,34518,32,1,2
15060,16638,16,1,0
26079,25100,8,1,0
35483,35104,32,1,2
10103,27964,32,1,0
18546,23263,8,1,0
14018,342,64,1,1
35214,19831,32,1,2
45233,26273,32,1,2
9037,1506,64,1,1
45969,34575,128,1,2
20058,37437,64,1,2
37259,31340,128,1,2
12736,37837,32,1,0
17817,25071,16,1,0
24585,25565,32,1,0
14167,2140,32,1,1
22204,27616,16,1,0
11642,29879,8,1,0
25799,32874,16,1,0
24582,26512,8,1,0
33947,28006,32,1,2
38322,26323,32,1,2
24935,21168,32,1,0
10803,1996,32,1,1
31527,38344,32,1,2
41905,18446,32,1,2
47320,30385,64,1,2
42250,36689,128,1,2
45012,32388,128,1,2
11756,1229,16,1,1
8483,2464,32,1,1
27822,25591,16,1,0
18006,29448,32,1,0
7221,1451,64,1,1
8526,765,64,1,1
34797,15773,64,1,2
47424,34277,32,1,2
14986,36881,32,1,0
9895,35152,16,1,0
39142,15742,32,1,2
4213,1290,64,1,1
8775,1534,16,1,1
35472,21424,32,1,2
21211,29291,16,1,0
20651,28738,32,1,2
6364,1849,32,1,1
10265,2643,32,1,1
29957,28272,8,1,0
13435,1941,64,1,1
8555,1578,64,1,1
36994,16622,128,1,2
24776,30028,128,1,2
29223,24134,32,1,2
42067,32933,32,1,2
5549,930,64,1,1
4797,634,16,1,1
14570,971,64,1,1
17175,12028,8,1,0
9197,2598,32,1,1
9732,2964,32,1,1
12184,29573,32,1,0
11110,26503,32,1,0
10575,35440,32,1,0
26111,21349,32,1,0
26353,16556,8,1,0
21746,21892,32,1,2
25969,35336,32,1,2
26712,36628,8,1,0
24990,22744,32,1,0
4732,1621,32,1,1
7667,1413,32,1,1
49739,15085,64,1,2
33467,19077,64,1,2
29371,38009,32,1,0
26017,13300,16,1,0
13588,37806,8,1,0
18268,25151,32,1,0
25182,34895,32,1,0
26436,26728,32,1,2
21353,13689,32,1,0
9907,27760,16,1,0
9747,1926,32,1,1
7070,1483,32,1,1
46231,29683,32,1,2
49147,38321,128,1,2
35486,22569,128,1,2
7356,2955,16,1,1
28078,25852,64,1,2
44818,17273,64,1,2
14692,2969,16,1,1
18807,28427,32,1,0
7826,564,64,1,1
43951,31989,32,1,2
24547,15983,8,1,0
39111,17740,64,1,2
20742,34137,128,1,2
9936,333,16,1,1
30782,22136,64,1,2
37089,23342,128,1,2
9090,1423,64,1,1
19300,37081,16,1,0
48005,15720,64,1,2
43106,28404,32,1,2
15867,22109,8,1,0
13407,2455,64,1,1
32351,30378,32,1,2
19329,22884,8,1,0
11178,1882,16,1,1
20751,38603,128,1,2
18174,24899,32,1,0
21642,14841,16,1,0
29938,28159,128,1,2
14752,30020,32,1,0
11650,1952,16,1,1
41874,23263,64,1,2
26343,30066,32,1,2
10201,1690,64,1,1
5066,701,16,1,1
35262,21263,32,1,2
27898,26819,16,1,0
13086,1545,32,1,1
8994,1550,32,1,1
13070,12348,8,1,0
42536,33648,128,1,2
13886,1065,16,1,1
46981,30079,64,1,2
11521,21157,8,1,0
32311,17963,128,1,2
31146,25592,128,1,2
16079,13263,32,1,0
10280,15772,32,1,0
29342,24155,8,1,0
11034,2517,16,1,1
31147,15543,64,1,2
46049,15093,32,1,2
8967,2422,16,1,1
31499,21842,32,1,2
18827,21137,16,1,0
10409,2176,16,1,1
11307,1463,16,1,1
9942,18745,16,1,0
46239,35490,32,1,2
13808,34240,32,1,0
4570,2734,64,1,1
4752,1625,16,1,1
22098,37536,8,1,0
34738,19287,64,1,2
10762,35784,16,1,0
43932,29310,64,1,2
14844,1101,16,1,1
11335,26739,8,1,0
31958,26701,32,1,2
24082,19966,128,1,2
13461,25164,32,1,0
34489,16146,128,1,2
7476,2890,32,1,1
15281,13072,8,1,0
13898,38328,32,1,0
5755,1044,16,1,1
42770,33193,64,1,2
23653,16990,32,1,0
9512,2317,32,1,1
38423,38559,64,1,2
11345,17443,8,1,0
11020,35895,8,1,0
12838,335,16,1,1
25801,38172,16,1,0
26062,18611,32,1,2
32909,19489,128,1,2
22935,28393,32,1,2
29125,24217,64,1,2
34989,15524,128,1,2
37999,23815,32,1,2
10254,884,64,1,1
41774,25125,128,1,2
7505,1844,64,1,1
16617,36805,8,1,0
12929,15391,8,1,0
10885,1572,64,1,1
11881,1979,32,1,1
29093,30584,8,1,0
5231,1903,16,1,1
29419,36296,16,1,0
24835,27387,32,1,2
9492,318,64,1,1
45892,39875,128,1,2
21875,36818,8,1,0
22763,28970,32,1,0
12411,2011,64,1,1
15010,14421,32,1,0
39772,25345,32,1,2
32409,17690,32,1,2
31232,29647,32,1,2
6865,2062,32,1,1
34277,32900,32,1,2
35985,23759,64,1,2
8233,991,32,1,1
28954,23133,64,1,2
42930,18599,128,1,2
42441,25569,64,1,2
49752,15156,64,1,2
9097,611,16,1,1
15766,20812,32,1,0
12252,2679,32,1,1
12386,14815,16,1,0
7545,1226,16,1,1
7316,1749,32,1,1
17488,16065,32,1,0
27057,39459,16,1,0
12535,1527,16,1,1
42842,36416,32,1,2
27682,30650,16,1,0
14750,2966,16,1,1
41718,26677,32,1,2
4533,2452,64,1,1
11805,1387,16,1,1
8679,15115,16,1,0
20592,23242,64,1,2
29224,13326,8,1,0
9139,2067,16,1,1
29698,34957,64,1,2
13733,2168,32,1,1
47178,25839,32,1,2
15008,37197,8,1,0
11010,526,64,1,1
29287,14823,32,1,0
13496,38745,16,1,0
33431,28567,32,1,2
8116,34352,8,1,0
5544,2968,32,1,1
8024,2836,64,1,1
21554,23545,64,1,2
43736,21263,64,1,2
36670,36894,64,1,2
28765,37646,64,1,2
5934,1663,32,1,1
34764,28843,64,1,2
27781,37236,128,1,2
4225,2981,32,1,1
8278,2098,32,1,1
47951,38118,128,1,2
10042,18134,8,1,0
8059,1875,32,1,1
4690,2551,32,1,1
45213,32659,128,1,2
44405,27050,64,1,2
14907,15538,8,1,0
25550,21363,32,1,0
9853,1310,16,1,1
11686,755,16,1,1
36339,33927,64,1,2
34735,32172,32,1,2
9984,2585,32,1,1
13504,34313,16,1,0
23517,24974,128,1,2
26132,34138,128,1,2
22608,32702,32,1,0
16628,32140,32,1,0
29585,16054,32,1,0
9438,1634,32,1,1
6680,1301,32,1,1
11706,1697,64,1,1
13198,772,16,1,1
11195,37879,8,1,0
20783,28980,32,1,0
14659,1644,64,1,1
25357,24025,16,1,0
10455,1514,16,1,1
12894,1134,64,1,1
17376,36073,8,1,0
19949,32219,8,1,0
21278,27365,128,1,2
22305,12547,32,1,0
39420,20517,64,1,2
9933,1946,64,1,1
17105,39477,32,1,0
25452,32841,32,1,0
13131,1673,32,1,1
46515,33916,64,1,2
19396,37806,16,1,0
7287,502,16,1,1
47032,22015,32,1,2
9760,1659,32,1,1
4692,2510,32,1,1
35879,38804,32,1,2
9931,1327,64,1,1
8640,2994,16,1,1
46318,38053,64,1,2
25874,37730,32,1,2
39082,37667,64,1,2
13893,2959,16,1,1
14462,16470,32,1,0
6086,797,16,1,1
23257,28170,32,1,0
29351,28054,64,1,2
30151,16182,128,1,2
8306,24379,16,1,0
23083,36586,8,1,0
30436,36740,128,1,2
42325,17452,32,1,2
6828,2531,64,1,1
14072,2980,16,1,1
9910,752,32,1,1
45927,38098,128,1,2
14322,2628,64,1,1
5279,1438,32,1,1
39465,33502,32,1,2
9692,2803,64,1,1
20024,30689,32,1,0
4963,983,32,1,1
29869,37686,8,1,0
9808,962,32,1,1
7490,2756,32,1,1
30348,19582,64,1,2
4240,1905,64,1,1
11543,30335,32,1,0
11256,2029,32,1,1
14554,13875,16,1,0
5652,2543,32,1,1
10505,39086,32,1,0
9121,813,64,1,1
18932,29803,16,1,0
23786,16373,128,1,2
4841,492,64,1,1
18267,13094,16,1,0
8069,973,32,1,1
12648,456,64,1,1
13745,2393,64,1,1
8947,14271,16,1,0
22770,16499,64,1,2
45799,31829,32,1,2
7011,1768,32,1,1
30314,23357,32,1,2
19239,17420,8,1,0
20753,23503,32,1,0
22523,23839,32,1,2
9174,34136,16,1,0
26925,34819,32,1,2
41036,27835,64,1,2
6619,375,32,1,1
46446,28138,128,1,2
12195,2628,16,1,1
42921,33428,128,1,2
41012,32607,32,1,2
16166,34936,8,1,0
14614,2964,64,1,1
21180,23175,16,1,0
8714,1695,32,1,1
20920,22168,128,1,2
22881,13693,32,1,0
47724,28927,64,1,2
4405,1841,16,1,1
13160,2434,32,1,1
35389,24249,32,1,2
25544,35005,64,1,2
12007,35263,8,1,0
9099,2890,32,1,1
7680,2074,32,1,1
13664,1133,32,1,1
13127,39738,16,1,0
14666,436,64,1,1
28221,27527,32,1,0
26246,31050,8,1,0
26231,33021,16,1,0
12089,18675,32,1,0
8199,1024,32,1,1
25035,37206,16,1,0
19795,19992,16,1,0
26650,13081,8,1,0
20045,32916,128,1,2
12667,2558,32,1,1
18676,15000,8,1,0
5573,1512,64,1,1
20454,18076,8,1,0
25751,31623,64,1,2
12714,2078,32,1,1
48587,34156,32,1,2
11696,22004,8,1,0
25218,16117,32,1,0
14605,13692,32,1,0
45122,19424,64,1,2
26426,34452,64,1,2
21199,32012,64,1,2
7685,2828,32,1,1
28590,19442,32,1,2
25795,26928,32,1,2
14800,2904,32,1,1
9785,22085,32,1,0
8755,2718,32,1,1
23347,29897,32,1,0
8818,34158,16,1,0
45613,17532,32,1,2
4419,353,64,1,1
16956,19312,32,1,0
11077,549,16,1,1
11863,22315,16,1,0
6572,1167,64,1,1
6248,436,64,1,1
18634,18145,32,1,0
8781,2174,64,1,1
27151,35476,64,1,2
20410,24180,32,1,0
26104,23379,64,1,2
30451,31738,128,1,2
8837,798,64,1,1
44565,38168,32,1,2
12189,32818,16,1,0
10329,380,16,1,1
5210,2952,32,1,1
26685,22416,16,1,0
5511,637,64,1,1
25817,30267,32,1,2
20598,30054,32,1,2
10430,2749,32,1,1
48415,31047,32,1,2
9602,366,64,1,1
10522,2254,32,1,1
41808,31512,64,1,2
21606,27374,16,1,0
42635,21258,64,1,2
17870,35726,8,1,0
12937,25320,16,1,0
5237,1917,16,1,1
28265,26875,64,1,2
7882,1447,64,1,1
12350,39288,32,1,0
15582,34277,16,1,0
13540,25788,8,1,0
27783,12457,16,1,0
5353,1321,64,1,1
48452,32480,32,1,2
20625,22195,32,1,0
33038,29448,64,1,2
27250,15426,64,1,2
11616,1976,64,1,1
14453,1337,64,1,1
26058,32151,8,1,0
38643,25421,64,1,2
4254,1571,32,1,1
12551,19011,8,1,0
22941,39782,16,1,0
37030,17087,32,1,2
15009,37353,8,1,0
41692,38236,128,1,2
4018,2942,16,1,1
17312,33994,8,1,0
43910,27741,128,1,2
18299,22869,16,1,0
41910,35137,128,1,2
13990,524,32,1,1
12849,2328,16,1,1
20453,26948,32,1,2
44944,38371,32,1,2
8131,23527,32,1,0
11107,931,16,1,1
23445,39396,32,1,2
12350,954,16,1,1
15375,20442,16,1,0
22973,20121,64,1,2
28857,35244,128,1,2
45704,37505,32,1,2
48451,15656,128,1,2
33774,18890,128,1,2
14027,34953,8,1,0
24175,34092,8,1,0
8325,27082,8,1,0
14638,30886,16,1,0
43708,23280,128,1,2
21672,32347,8,1,0
18621,35111,32,1,0
7368,1097,64,1,1
23474,17726,32,1,0
15814,32347,32,1,0
